9.448678562	3.711543783	1
10.92267188	3.341594218	1
4.426033863	3.047184089	1
3.295969758	2.59763082	1
4.250678821	3.407938157	1
5.50013919	2.763221752	1
4.870846131	3.135369996	1
11.27488007	3.775721911	1
2.513137568	3.685898578	1
7.926667552	3.797597112	1
3.628989002	3.878006183	1
10.3840577	3.630870312	1
3.675609302	2.002715658	1
7.022006154	2.006181395	1
11.99329479	2.174937633	1
5.554071513	2.521454702	1
2.470777095	2.045597341	1
4.136605851	2.848169638	1
5.978391241	2.682129938	1
5.336681804	3.082707867	1
4.29602532	3.852338165	1
11.36120178	2.596998894	1
8.831887847	2.676169588	1
11.62113796	3.718960214	1
6.379731776	2.680956622	1
11.40336654	2.276240806	1
2.058343246	3.015597911	1
8.103070301	3.713312954	1
10.01075757	2.768627236	1
4.329815334	3.391381854	1
11.32468676	3.255808356	1
9.632627753	2.900776309	1
10.2644954	2.947235884	1
7.734635886	3.899412707	1
9.925816641	2.166995124	1
5.290411958	2.55965784	1
4.234619761	2.894014619	1
5.12386342	3.175142528	1
7.845234785	3.755268277	1
10.29914141	2.93820104	1
4.904624915	2.874836951	1
6.025543921	3.49236988	1
10.62057298	2.935820932	1
8.147395502	3.721654702	1
11.91187788	2.933024025	1
4.036988752	2.996208974	1
10.27209085	2.974861309	1
8.75861619	2.458937549	1
4.4894947	2.171104465	1
6.757856266	2.134766627	1
5.990752267	3.77678187	1
7.994382491	2.466335371	1
10.00522766	3.72319152	1
3.050687713	3.423470186	1
10.21442194	3.745625986	1
10.4108633	3.876004014	1
5.545062444	2.279378557	1
6.300694626	2.78780029	1
7.722392184	3.961125659	1
9.008247308	3.289588052	1
9.42469757	3.792819559	1
9.578841506	2.964460811	1
5.891287636	2.02818615	1
6.29302485	3.245760689	1
11.56344658	2.462190726	1
7.729713673	3.054867926	1
10.49722054	3.449983923	1
4.763453163	3.214831582	1
8.223236152	3.176732892	1
7.883616846	2.86686968	1
11.63468466	2.488345787	1
2.85902695	2.857920708	1
7.004988916	2.020354911	1
7.215896765	3.217642898	1
2.901660022	3.915950376	1
11.0466648	2.190893047	1
10.84388939	2.071181127	1
6.389896668	3.772470223	1
9.817226129	2.49388273	1
3.484650229	2.017830113	1
8.198159273	3.629840543	1
4.606236794	2.280998873	1
6.456562114	3.759732881	1
10.43999511	2.190753572	1
3.962049187	2.705120202	1
5.038516228	3.186841136	1
6.832945677	3.170363277	1
5.378120439	3.335363528	1
9.984858295	3.29605423	1
11.87487575	2.866738135	1
3.590475547	2.279517518	1
4.368797832	3.503859016	1
9.022366327	2.483573587	1
5.754716627	3.300918645	1
11.73704903	3.714748122	1
11.72305556	2.168740942	1
8.436980494	3.944178323	1
10.60098877	2.062919871	1
6.01883398	3.670809101	1
8.31930798	3.671426696	1
11.85236639	2.099715003	1
7.59477406	3.091772418	1
11.33591916	3.886339679	1
9.20343206	2.64294614	1
6.840385168	3.612933608	1
8.390310927	3.202797511	1
10.87636866	3.57924093	1
3.987367501	3.59837007	1
5.95366274	2.099129531	1
11.92175302	2.566397268	1
6.023516169	3.306913648	1
8.588564811	2.979310691	1
11.01348123	3.945704474	1
11.95381777	3.49697982	1
8.531632811	3.135682299	1
3.084364279	2.597928327	1
2.361140308	2.512219562	1
8.18091239	3.773127589	1
7.671443619	2.893601726	1
11.61964658	3.631974507	1
9.461054694	2.196674603	1
8.625160984	3.719186907	1
7.233133184	2.055258016	1
4.598942815	3.798312869	1
11.61993767	3.799871001	1
-7.402040375	-3.048212019	2
-2.302701634	-2.240399025	2
-8.963144634	-2.355588184	2
-7.197161579	-3.412215189	2
-2.590305557	-3.662719513	2
-10.90036233	-2.069667641	2
-5.302022425	-3.515677421	2
-4.297011979	-3.914224356	2
-3.13948642	-2.68574103	2
-5.109227135	-3.276487419	2
-4.284323221	-2.686011624	2
-8.519971672	-2.432942792	2
-2.661601246	-3.572401254	2
-4.754313799	-3.446179919	2
-4.818202376	-2.55767781	2
-10.8006626	-3.164862857	2
-6.443303587	-2.842011563	2
-9.559141209	-2.184137414	2
-8.032963758	-2.04805465	2
-9.832659374	-2.982291608	2
-3.139306387	-2.55653404	2
-11.78563885	-2.679514328	2
-10.48596675	-2.574699219	2
-2.506464977	-2.34180647	2
-6.662018338	-2.798526629	2
-5.256532749	-3.395299137	2
-8.30205125	-2.407352874	2
-4.302991638	-3.332652977	2
-7.798849733	-2.886132179	2
-8.031563204	-2.866590531	2
-7.998790958	-2.350478885	2
-6.484278804	-2.386404624	2
-2.354234607	-3.232842663	2
-7.13814835	-2.538021216	2
-6.077301618	-3.119355863	2
-3.080460366	-3.889567984	2
-6.598756289	-3.428943271	2
-6.508827537	-3.358439311	2
-7.511403358	-3.918761163	2
-10.05404317	-3.550668624	2
-9.008500728	-3.215453933	2
-10.72235504	-3.896004719	2
-2.521921524	-2.119283247	2
-4.196813114	-2.53742469	2
-6.596420101	-3.973360088	2
-11.58533596	-3.544413464	2
-9.90045357	-2.9507086	2
-6.51874609	-3.361799111	2
-5.334281865	-2.83386951	2
-2.590953127	-2.760298406	2
-9.409053029	-2.426540778	2
-7.067945241	-2.765875978	2
-3.999254131	-2.059335503	2
-6.271935511	-2.94464213	2
-3.686902787	-2.666745374	2
-9.516945909	-3.951689608	2
-5.683508416	-3.110887077	2
-11.41817795	-3.692607276	2
-2.171725409	-2.816126989	2
-10.29055909	-2.924036328	2
-8.26590975	-3.652613442	2
-7.387465152	-3.9824064	2
-8.505076354	-3.047895299	2
-9.266295323	-3.850873779	2
-2.944885639	-3.478043723	2
-10.77573934	-3.134860112	2
-2.143621439	-3.937555326	2
-4.943026268	-3.64899884	2
-3.799148785	-3.919218558	2
-11.26294268	-3.292692131	2
-2.681804368	-2.759146971	2
-7.810932276	-2.953149362	2
-8.371512225	-3.823779625	2
-8.512692648	-2.029707712	2
-10.64622013	-2.313387694	2
-2.559525294	-2.943135753	2
-10.16855174	-3.08598339	2
-7.289224663	-2.119382065	2
-8.943505606	-3.316060611	2
-4.124048963	-3.779270607	2
-7.432799462	-2.219265212	2
-9.025202722	-2.875546228	2
-11.56434557	-2.560460179	2
-6.445421629	-3.970492625	2
-2.853978308	-3.217517415	2
-2.573401475	-2.507498414	2
-8.294504861	-2.265229454	2
-9.961790665	-3.090009782	2
-8.911913329	-3.655607863	2
-5.453078622	-3.674012542	2
-11.46816667	-3.666697294	2
-7.201903182	-2.407430869	2
-11.53813025	-3.088835398	2
-2.735956358	-3.749885443	2
-4.070319481	-2.242000172	2
-9.75027814	-3.712701537	2
-11.14187821	-3.799552038	2
-9.825506477	-2.435730248	2
-4.955341962	-2.15395817	2
-3.518457223	-2.948430321	2
-10.47910522	-3.670054931	2
-9.848545911	-2.938787004	2
-4.708315022	-2.827539878	2
-4.278107048	-3.005492528	2
-5.210232171	-2.25087992	2
-10.29561804	-2.264570651	2
-10.22182195	-3.74095073	2
-7.706828505	-3.205900363	2
-7.718296362	-2.530603452	2
-4.860182725	-3.72960516	2
-8.991335593	-2.116218916	2
-9.962579433	-2.91550777	2
-6.415890562	-3.444419288	2
-6.462156117	-2.677998303	2
-6.656624084	-2.802439714	2
-4.790391873	-3.053959504	2
-8.753753184	-3.788471429	2
-11.03664526	-3.556721317	2
-11.08525899	-2.138735205	2
-9.471969441	-2.557569057	2
-4.605115071	-2.758739669	2
-8.896378401	-3.729345093	2
-3.318306655	-2.839920739	2
-3.235008323	-2.479754947	2
-3.909028532	-3.195309033	2
3.457320995	-2.958808807	3
7.850436153	-3.797095004	3
2.733616901	-3.869418476	3
